date,total_asset
2026-04-19,6521.733032124375
2026-04-20,6326.063011274375
2026-04-21,6326.063011274375
2026-04-22,6326.063011274375
2026-04-24,6304.787287049371
2026-04-25,6572.0983942938765
2026-05-01,6220.015469783688
